id,date,salesman,client,state,product,quantity,unit_price,total_price
301,01/07/2020,Javier,Apple,Michoacán,Cinc,30.3495,4044.9356,122761.773
302,13/02/2020,Juan,Google,Guerrero,Hierro,6.4185,1138.0507,7304.5784
303,22/11/2020,Alejandro,Microsoft,Jalisco,Cobre,96.2562,3866.9798,372220.781
304,05/08/2020,Juan,Apple,Michoacán,Zinc,73.2315,2100.1522,153797.2958
305,16/11/2020,Juan,Netflix,Puebla,Níquel,67.253,4156.977,279569.1742
306,09/09/2020,David,Sony,Tamaulipas,Hierro,97.0793,2949.6538,286350.3261
307,27/08/2020,Alejandro,Spotify,Tamaulipas,Platino,39.953,2644.9852,105675.0937
308,28/04/2020,Carlos,Apple,Puebla,Oro,84.2706,3941.6893,332168.5223
309,06/02/2020,Miguel,Huawei,Puebla,Oro,1.4541,472.422,686.9488
310,06/04/2020,Javier,Facebook,Guerrero,Platino,55.0517,1235.5976,68021.7484
311,17/12/2020,Sergio,Facebook,Puebla,Hierro,75.0582,1708.5237,128238.7136
312,29/09/2020,Alejandro,Spotify,Tamaulipas,Platino,57.0571,3268.0268,186464.1319
313,12/07/2020,Daniel,Facebook,Guerrero,Zinc,72.9508,3047.8479,222342.9426
314,06/04/2020,Rodrigo,Facebook,Nuevo León,Cobre,6.5515,1161.2041,7607.6287
315,19/05/2020,Sergio,Google,Puebla,Cinc,32.0978,4585.4301,147182.2183
316,22/08/2020,Miguel,Huawei,Jalisco,Plata,64.6015,2627.8076,169760.3127
317,18/11/2020,Javier,Google,Ciudad de México,Cobre,89.9159,2723.1016,244850.1312
318,29/04/2020,Daniel,Huawei,Jalisco,Hierro,7.4275,1585.827,11778.73
319,28/10/2020,Carlos,Apple,Nuevo León,Cobre,91.5175,888.3553,81300.0562
320,27/09/2020,Felipe,Amazon,Jalisco,Aluminio,89.7959,3873.5462,347828.5672
321,10/06/2020,Daniel,Netflix,Michoacán,Cinc,66.7599,185.5028,12384.1484
322,06/06/2020,David,Samsung,Jalisco,Níquel,49.1271,771.5326,37903.1592
323,18/09/2020,Sergio,Apple,Guerrero,Platino,22.5144,969.192,21820.7764
324,25/04/2020,Sergio,Spotify,Jalisco,Platino,8.8403,3122.3575,27602.577
325,19/02/2020,Carlos,Netflix,Jalisco,Hierro,26.9471,788.8511,21257.2495
326,30/11/2020,Sergio,Spotify,Tamaulipas,Titanio,55.243,893.8058,49376.5138
327,21/08/2020,Daniel,Google,Puebla,Cinc,60.077,2536.8094,152403.8983
328,22/05/2020,Daniel,Amazon,Michoacán,Cobre,74.119,4603.5361,341209.4922
329,30/12/2020,Sergio,Sony,Puebla,Hierro,90.5304,4897.1279,443338.9476
330,25/09/2020,Felipe,Facebook,Tamaulipas,Oro,94.3154,2467.0683,232682.5335
331,01/06/2020,Alejandro,Apple,Nuevo León,Zinc,14.2374,3486.4513,49638.0017
332,25/08/2020,Alejandro,Netflix,Puebla,Platino,81.6493,1007.9492,82298.3466
333,30/11/2020,Daniel,Huawei,Michoacán,Titanio,52.5611,3438.8954,180752.125
334,05/04/2020,David,Apple,Tamaulipas,Aluminio,23.996,4588.4439,110104.2998
335,04/11/2020,Carlos,Netflix,Jalisco,Níquel,36.8005,2472.9451,91005.6162
336,13/04/2020,Javier,Spotify,Tamaulipas,Hierro,24.1698,517.4519,12506.7089
337,07/04/2020,Carlos,Huawei,Jalisco,Oro,73.4491,1519.195,111583.5055
338,16/08/2020,Daniel,Amazon,Puebla,Cinc,71.6549,4965.2551,355784.8577
339,12/07/2020,Miguel,Sony,Tamaulipas,Platino,61.9652,4842.0239,300036.9794
340,29/11/2020,Rodrigo,Apple,Nuevo León,Níquel,87.0079,2390.6479,208005.2534
341,03/03/2020,Daniel,Huawei,Puebla,Titanio,66.8984,3392.2796,226938.0776
342,19/04/2020,David,Spotify,Michoacán,Cinc,24.0668,4720.4851,113606.9708
343,15/02/2020,Rodrigo,Huawei,Jalisco,Cobre,97.6231,3309.2935,323063.4903
344,25/09/2020,Felipe,Huawei,Michoacán,Aluminio,56.3254,1975.6883,111281.4338
345,08/02/2020,Carlos,Samsung,Michoacán,Platino,53.3298,4362.6634,232659.9666
346,02/01/2020,Javier,Amazon,Ciudad de México,Hierro,81.5441,4400.9855,358874.4017
347,20/05/2020,Miguel,Google,Nuevo León,Titanio,33.6791,1121.2583,37762.9704
348,21/09/2020,Daniel,Microsoft,Nuevo León,Cinc,9.0965,4105.9822,37350.0671
349,17/02/2020,Miguel,Sony,Michoacán,Platino,29.9513,353.7943,10596.5992
350,22/07/2020,Felipe,Apple,Guerrero,Zinc,81.9189,4102.1436,336043.0914
351,11/11/2020,Alejandro,Samsung,Veracruz,Cinc,68.1704,682.9474,46556.7974
352,02/03/2020,Felipe,Amazon,Jalisco,Cobre,80.2037,2053.7616,164719.2792
353,24/07/2020,Sergio,Spotify,Nuevo León,Cinc,34.6367,3054.6391,105802.6181
354,15/09/2020,Rodrigo,Samsung,Veracruz,Zinc,8.043,3112.4135,25033.1418
355,07/04/2020,Javier,Huawei,Nuevo León,Platino,62.0882,2941.0642,182605.3823
356,04/02/2020,Felipe,Huawei,Jalisco,Oro,91.1144,3751.2474,341792.6561
357,02/01/2020,Carlos,Spotify,Veracruz,Cinc,56.3972,1719.0932,96952.043
358,23/06/2020,Sergio,Sony,Nuevo León,Zinc,13.2178,272.1944,3597.8111
359,16/05/2020,Sergio,Netflix,Tamaulipas,Cobre,34.8702,2212.8261,77161.6887
360,25/09/2020,Felipe,Microsoft,Puebla,Plata,42.5272,4495.2519,191170.4766
361,23/01/2020,Sergio,Spotify,Puebla,Cobre,27.1355,1167.0077,31667.3374
362,08/08/2020,Javier,Netflix,Guerrero,Cinc,52.5988,4023.9101,211652.8426
363,09/07/2020,Javier,Apple,Jalisco,Cobre,18.1378,1688.4476,30624.7249
364,04/09/2020,Carlos,Apple,Tamaulipas,Titanio,81.8292,445.2143,36431.53
365,08/09/2020,Alejandro,Spotify,Ciudad de México,Plata,29.4644,452.6887,13338.2009
366,30/05/2020,Javier,Samsung,Michoacán,Cobre,66.5288,2638.0276,175504.8106
367,29/02/2020,Juan,Apple,Ciudad de México,Platino,63.4428,1429.751,90707.4067
368,02/07/2020,Felipe,Samsung,Michoacán,Hierro,84.3298,4691.0064,395591.6315
369,12/08/2020,Javier,Huawei,Nuevo León,Plata,95.4556,1237.8549,118160.1822
370,08/07/2020,Felipe,Apple,Tamaulipas,Oro,34.2487,134.0525,4591.1239
371,11/06/2020,Daniel,Sony,Ciudad de México,Aluminio,4.0073,1308.0024,5241.558
372,30/06/2020,Javier,Sony,Puebla,Níquel,61.1851,2360.0163,144397.8333
373,17/01/2020,Sergio,Amazon,Jalisco,Plata,35.3358,1220.9993,43144.9871
374,08/02/2020,Miguel,Google,Michoacán,Aluminio,82.6869,3987.9366,329750.1149
375,03/04/2020,Sergio,Facebook,Tamaulipas,Níquel,81.4427,3766.0186,306714.723
376,28/05/2020,Javier,Huawei,Ciudad de México,Titanio,73.4552,912.3386,67016.0143
377,30/03/2020,Sergio,Amazon,Guerrero,Plata,34.9367,2062.7869,72066.9671
378,04/05/2020,Rodrigo,Sony,Nuevo León,Cobre,15.7364,3876.8704,61007.9834
379,02/06/2020,Felipe,Google,Ciudad de México,Aluminio,81.6921,2626.8163,214590.1399
380,16/03/2020,Daniel,Amazon,Veracruz,Platino,42.312,2403.7474,101707.36
381,02/08/2020,Felipe,Netflix,Guerrero,Cobre,43.1099,351.7814,15165.261
382,25/01/2020,Felipe,Samsung,Ciudad de México,Titanio,16.1527,3033.8094,49004.2131
383,18/02/2020,Sergio,Netflix,Puebla,Hierro,71.0594,2399.6269,170516.0477
384,14/09/2020,Felipe,Google,Ciudad de México,Hierro,16.6702,4864.9046,81098.9327
385,02/08/2020,Miguel,Microsoft,Nuevo León,Oro,66.6852,4870.5018,324790.3866
386,23/10/2020,Miguel,Apple,Nuevo León,Zinc,11.0065,3052.1612,33593.6122
387,07/10/2020,Carlos,Apple,Guerrero,Níquel,33.6928,2145.3686,72283.4752
388,31/05/2020,Sergio,Spotify,Veracruz,Oro,32.887,609.0203,20028.8506
389,19/08/2020,Juan,Spotify,Ciudad de México,Cobre,4.5165,4092.6247,18484.3395
390,28/09/2020,Javier,Amazon,Nuevo León,Cinc,41.7024,2047.4703,85384.4254
391,26/11/2020,Rodrigo,Google,Puebla,Titanio,17.7354,1078.0443,19119.5469
392,18/07/2020,Juan,Netflix,Nuevo León,Cinc,34.3054,244.1396,8375.3066
393,09/10/2020,Felipe,Huawei,Michoacán,Níquel,66.5809,1760.8504,117239.0044
394,21/03/2020,Juan,Sony,Michoacán,Níquel,71.622,145.2546,10403.425
395,10/12/2020,Javier,Sony,Tamaulipas,Cinc,47.7918,416.8629,19922.6283
396,19/02/2020,Alejandro,Sony,Guerrero,Platino,97.6674,4162.5332,406543.7951
397,30/08/2020,Rodrigo,Microsoft,Guerrero,Hierro,82.3917,4933.2722,406460.6831
398,03/05/2020,Rodrigo,Google,Jalisco,Titanio,50.0194,2297.8915,114939.1541
399,04/05/2020,Carlos,Spotify,Michoacán,Titanio,62.5424,195.7894,12245.139
400,24/08/2020,Juan,Samsung,Ciudad de México,Titanio,76.0873,2639.8884,200861.9807
401,27/04/2020,Daniel,Samsung,Veracruz,Hierro,95.079,4556.3298,433211.2811
402,16/12/2020,Carlos,Netflix,Nuevo León,Platino,36.7436,173.3651,6370.0579
403,28/10/2020,Felipe,Apple,Puebla,Hierro,69.6329,1940.92,135151.8883
404,26/06/2020,Carlos,Amazon,Veracruz,Cinc,51.3975,338.1974,17382.5009
405,20/01/2020,Javier,Microsoft,Puebla,Cinc,38.8178,4585.5018,177999.0918
406,08/05/2020,Felipe,Spotify,Nuevo León,Aluminio,94.2497,3118.0977,293879.7728
407,13/11/2020,Javier,Google,Ciudad de México,Hierro,76.6489,2647.2885,202911.7515
408,17/04/2020,Juan,Amazon,Jalisco,Oro,78.3608,1359.9183,106564.2859
409,08/03/2020,Miguel,Spotify,Tamaulipas,Titanio,81.7251,3187.7225,260516.9401
410,21/08/2020,Miguel,Samsung,Michoacán,Zinc,21.2709,3562.8155,75784.2922
411,07/05/2020,David,Netflix,Nuevo León,Níquel,78.0443,1285.5975,100333.557
412,13/07/2020,Carlos,Apple,Guerrero,Hierro,40.7067,687.6235,27990.8835
413,07/07/2020,Juan,Facebook,Jalisco,Cobre,41.4212,1887.3357,78175.7095
414,07/09/2020,Javier,Apple,Jalisco,Zinc,87.5216,579.9588,50758.9221
415,01/09/2020,Daniel,Facebook,Nuevo León,Platino,86.4426,2411.0916,208421.0267
416,06/08/2020,Carlos,Sony,Veracruz,Titanio,98.9994,1517.7977,150261.0616
417,21/09/2020,Sergio,Google,Tamaulipas,Cinc,24.3054,4980.8803,121062.288
418,26/08/2020,Juan,Amazon,Guerrero,Plata,5.6393,2164.9583,12208.8493
419,27/07/2020,Miguel,Huawei,Veracruz,Cinc,30.4513,4118.1317,125402.4638
420,29/01/2020,Miguel,Microsoft,Ciudad de México,Aluminio,66.4369,3671.9171,243950.7892
421,12/10/2020,Miguel,Netflix,Puebla,Hierro,28.99,2313.9055,67080.1204
422,07/10/2020,Sergio,Google,Michoacán,Cobre,9.1545,1252.788,11468.6477
423,04/12/2020,Miguel,Amazon,Michoacán,Plata,72.6217,3839.779,278851.2786
424,28/05/2020,Daniel,Spotify,Veracruz,Cinc,3.6077,2712.8708,9787.224
425,05/09/2020,Javier,Microsoft,Guerrero,Titanio,15.941,4932.4722,78628.5393
426,28/08/2020,Miguel,Facebook,Ciudad de México,Níquel,62.6642,413.8491,25933.5228
427,17/10/2020,Rodrigo,Amazon,Nuevo León,Cinc,82.703,3655.5058,302321.2962
428,19/02/2020,Felipe,Facebook,Puebla,Titanio,31.9543,4149.6902,132600.4456
429,19/10/2020,Alejandro,Google,Nuevo León,Níquel,93.3491,2522.1754,235442.8036
430,02/10/2020,Javier,Samsung,Michoacán,Plata,96.1603,389.5397,37458.2544
431,30/07/2020,Alejandro,Netflix,Guerrero,Hierro,73.029,2911.8834,212651.9328
432,28/11/2020,Alejandro,Spotify,Guerrero,Níquel,56.0075,3934.2792,220349.1423
433,26/07/2020,Carlos,Microsoft,Veracruz,Cinc,97.1117,2326.2679,225907.8304
434,25/09/2020,Carlos,Netflix,Veracruz,Oro,91.6567,1020.3113,93518.3667
435,05/04/2020,David,Sony,Nuevo León,Níquel,27.3102,2574.0377,70297.4844
436,08/03/2020,Felipe,Huawei,Michoacán,Titanio,59.1178,4558.5547,269491.725
437,02/06/2020,Daniel,Huawei,Jalisco,Titanio,12.4882,3602.9509,44994.3714
438,27/10/2020,Javier,Huawei,Guerrero,Plata,60.5224,4922.2748,297907.8844
439,15/04/2020,Javier,Microsoft,Michoacán,Aluminio,36.6155,1224.5394,44837.1224
440,11/10/2020,Sergio,Sony,Veracruz,Oro,42.6005,2025.2903,86278.3794
441,03/10/2020,Felipe,Huawei,Ciudad de México,Aluminio,65.1684,4524.9002,294880.5062
442,28/02/2020,Miguel,Amazon,Michoacán,Zinc,67.0307,1916.0209,128432.2221
443,23/02/2020,Juan,Samsung,Ciudad de México,Cinc,39.2203,2219.5822,87052.6798
444,06/08/2020,Miguel,Microsoft,Ciudad de México,Aluminio,31.4317,555.0406,17445.8696
445,19/11/2020,David,Huawei,Tamaulipas,Hierro,62.3969,2643.7525,164961.9604
446,18/06/2020,Sergio,Microsoft,Michoacán,Platino,41.7681,1956.1147,81703.1944
447,18/05/2020,Carlos,Sony,Nuevo León,Titanio,23.5916,1810.499,42712.5682
448,13/06/2020,Daniel,Amazon,Jalisco,Plata,68.1944,1304.3953,88952.4548
449,14/07/2020,Rodrigo,Spotify,Jalisco,Plata,46.8765,4819.6345,225927.5966
450,26/12/2020,David,Amazon,Tamaulipas,Cinc,33.766,1848.3712,62412.1019
451,19/04/2020,Juan,Microsoft,Nuevo León,Níquel,29.2422,3674.2658,107443.6154
452,06/09/2020,Daniel,Spotify,Puebla,Titanio,80.3278,449.7904,36130.6733
453,11/09/2020,David,Samsung,Jalisco,Aluminio,71.6958,3754.736,269198.8013
454,20/03/2020,Daniel,Spotify,Ciudad de México,Hierro,64.5658,1219.1898,78717.9648
455,03/08/2020,Rodrigo,Spotify,Nuevo León,Titanio,6.8911,4264.115,29384.4429
456,23/12/2020,Alejandro,Sony,Jalisco,Zinc,69.0932,3398.8431,234836.9461
457,25/07/2020,Rodrigo,Spotify,Veracruz,Titanio,29.1872,559.4245,16328.0348
458,11/05/2020,Sergio,Spotify,Guerrero,Cinc,31.1595,894.2406,27864.09
459,13/06/2020,Javier,Sony,Jalisco,Plata,81.3591,1633.6216,132909.9831
460,15/09/2020,Miguel,Microsoft,Jalisco,Aluminio,66.3504,3437.9456,228109.0657
461,02/01/2020,Carlos,Microsoft,Michoacán,Cobre,41.0198,2796.7886,114723.709
462,17/02/2020,Alejandro,Spotify,Puebla,Zinc,92.505,4937.1935,456715.0847
463,12/01/2020,Miguel,Microsoft,Puebla,Oro,94.1149,1241.4761,116841.399
464,31/03/2020,Alejandro,Amazon,Veracruz,Zinc,43.1231,4833.8616,208451.0972
465,27/06/2020,Juan,Microsoft,Ciudad de México,Aluminio,88.3463,3364.2907,297222.6355
466,22/03/2020,Rodrigo,Netflix,Guerrero,Níquel,54.1772,3085.8179,167180.9735
467,25/01/2020,Javier,Netflix,Jalisco,Hierro,89.8968,1567.7547,140936.1307
468,15/08/2020,Rodrigo,Microsoft,Jalisco,Titanio,75.5526,305.2019,23058.7971
469,22/07/2020,David,Amazon,Nuevo León,Plata,85.8974,922.7315,79260.2367
470,23/10/2020,Alejandro,Microsoft,Ciudad de México,Zinc,1.3862,2458.0784,3407.3883
471,17/01/2020,Felipe,Huawei,Veracruz,Cinc,51.2843,4590.9235,235442.2981
472,20/01/2020,Sergio,Microsoft,Veracruz,Zinc,10.3712,3628.7332,37634.3178
473,25/12/2020,Miguel,Spotify,Guerrero,Titanio,98.4269,4493.8621,442316.9155
474,24/09/2020,Carlos,Google,Tamaulipas,Níquel,82.0785,4320.0194,354580.7123
475,26/07/2020,David,Apple,Guerrero,Zinc,99.8968,2742.6262,273979.581
476,19/01/2020,Alejandro,Amazon,Veracruz,Platino,27.4382,3107.5345,85265.1531
477,09/10/2020,Rodrigo,Samsung,Jalisco,Aluminio,51.6879,4614.3315,238505.1051
478,25/06/2020,Sergio,Spotify,Puebla,Cobre,16.5995,3096.2655,51396.4592
479,26/08/2020,Juan,Spotify,Michoacán,Cinc,98.8489,3406.8204,336760.449
480,13/12/2020,Felipe,Microsoft,Veracruz,Aluminio,64.0547,3386.3396,216910.9672
481,26/12/2020,Miguel,Amazon,Michoacán,Níquel,89.9756,2973.0727,267504.0
482,14/04/2020,Felipe,Spotify,Michoacán,Cinc,58.0998,1711.2763,99424.8108
483,16/01/2020,Daniel,Samsung,Guerrero,Oro,62.9256,2475.2776,155758.3281
484,04/03/2020,Carlos,Huawei,Veracruz,Cobre,76.0459,1292.5098,98290.071
485,02/09/2020,Rodrigo,Apple,Tamaulipas,Oro,11.0525,2511.2463,27755.5497
486,04/05/2020,Juan,Apple,Tamaulipas,Hierro,73.2415,954.3504,69898.0548
487,09/12/2020,Carlos,Apple,Ciudad de México,Hierro,95.8425,1555.4337,149076.6544
488,17/10/2020,Carlos,Microsoft,Tamaulipas,Cinc,18.9638,2129.8297,40389.6645
489,06/06/2020,Sergio,Samsung,Ciudad de México,Hierro,42.8649,888.0004,38064.0483
490,10/11/2020,David,Samsung,Tamaulipas,Aluminio,61.485,1395.2729,85788.3543
491,22/11/2020,Daniel,Huawei,Veracruz,Níquel,13.2582,3003.3596,39819.1422
492,15/04/2020,Javier,Spotify,Tamaulipas,Zinc,86.194,3356.215,289285.5957
493,07/07/2020,Felipe,Amazon,Tamaulipas,Níquel,24.3446,4343.808,105748.2682
494,27/03/2020,Miguel,Netflix,Veracruz,Níquel,84.3705,4951.3209,417745.42
495,10/01/2020,David,Facebook,Ciudad de México,Hierro,50.5916,135.2298,6841.4919
496,26/05/2020,Daniel,Facebook,Guerrero,Titanio,8.597,1884.9823,16205.1928
497,05/01/2020,Miguel,Sony,Michoacán,Titanio,93.8736,2346.4595,220270.6005
498,04/03/2020,Juan,Samsung,Michoacán,Níquel,8.2056,1379.3747,11318.597
499,12/08/2020,Sergio,Amazon,Guerrero,Titanio,54.7446,248.3552,13596.1061
500,26/12/2020,Juan,Google,Nuevo León,Hierro,62.5494,1445.2207,90397.6877
501,03/05/2020,Miguel,Apple,Puebla,Hierro,56.1582,4054.7291,227706.2877
502,19/05/2020,Daniel,Huawei,Jalisco,Cobre,67.9204,4972.8918,337760.8002
503,05/04/2020,Miguel,Samsung,Puebla,Cinc,92.7708,4576.1494,424533.0408
504,21/05/2020,Carlos,Amazon,Jalisco,Hierro,14.4839,4696.2502,68020.0183
505,14/12/2020,Javier,Netflix,Ciudad de México,Titanio,75.4492,2473.8967,186653.5269
506,21/04/2020,Juan,Google,Puebla,Plata,2.9803,3730.9297,11119.2898
507,30/10/2020,Sergio,Huawei,Jalisco,Platino,32.665,2732.9757,89272.6512
508,23/12/2020,Juan,Sony,Michoacán,Níquel,35.4487,2158.7076,76523.3781
509,04/05/2020,Daniel,Microsoft,Ciudad de México,Titanio,68.421,4774.4305,326671.3092
510,19/11/2020,Miguel,Google,Michoacán,Platino,98.2994,2811.861,276404.2492
511,03/01/2020,Felipe,Netflix,Veracruz,Hierro,79.3768,4934.7817,391707.18
512,09/06/2020,Carlos,Sony,Guerrero,Zinc,77.4005,4684.0998,362551.6666
513,06/08/2020,Daniel,Apple,Ciudad de México,Platino,69.2985,2281.6314,158113.6336
514,12/03/2020,Sergio,Spotify,Nuevo León,Plata,9.3524,1268.1854,11860.5771
515,03/10/2020,Javier,Amazon,Michoacán,Aluminio,9.6755,1960.609,18969.8724
516,08/04/2020,Rodrigo,Spotify,Michoacán,Plata,97.2327,1297.3615,126145.9615
517,03/01/2020,Miguel,Apple,Nuevo León,Titanio,60.4544,3896.0233,235531.751
518,20/05/2020,Javier,Microsoft,Ciudad de México,Zinc,95.2955,2449.5785,233433.8079
519,20/07/2020,Juan,Sony,Veracruz,Hierro,1.3786,1967.2397,2712.0367
520,21/06/2020,Sergio,Google,Puebla,Plata,54.7416,4284.661,234549.1986
521,30/03/2020,Sergio,Samsung,Nuevo León,Aluminio,94.9556,4695.2871,445843.8038
522,12/03/2020,Carlos,Netflix,Jalisco,Oro,94.8768,315.3522,29919.6076
523,21/02/2020,David,Facebook,Ciudad de México,Zinc,40.1036,787.406,31577.8153
524,02/02/2020,Alejandro,Amazon,Nuevo León,Titanio,46.5719,1775.4845,82687.6866
525,18/02/2020,Alejandro,Samsung,Nuevo León,Zinc,20.7683,310.241,6443.1782
526,10/04/2020,Alejandro,Huawei,Nuevo León,Cobre,26.0268,3883.2604,101068.8418
527,18/09/2020,Daniel,Samsung,Ciudad de México,Platino,44.5411,567.5558,25279.5596
528,30/11/2020,Miguel,Facebook,Veracruz,Cinc,70.0292,3763.2366,263536.4485
529,15/10/2020,Daniel,Amazon,Veracruz,Níquel,5.9222,1361.6521,8063.9761
530,25/11/2020,Carlos,Netflix,Nuevo León,Oro,41.4267,4534.29,187840.6715
531,04/02/2020,Sergio,Google,Nuevo León,Oro,46.9762,2651.7462,124568.9598
532,11/06/2020,Daniel,Sony,Tamaulipas,Oro,90.3605,763.5485,68994.6242
533,22/11/2020,David,Netflix,Ciudad de México,Cobre,2.6724,4233.7973,11314.3999
534,07/07/2020,Felipe,Sony,Jalisco,Plata,45.1768,4015.6353,181413.5528
535,22/12/2020,Daniel,Amazon,Veracruz,Hierro,28.6141,203.5584,5824.6404
536,13/04/2020,Alejandro,Sony,Ciudad de México,Níquel,10.8821,174.2364,1896.0579
537,28/07/2020,Sergio,Samsung,Ciudad de México,Platino,12.2824,4318.8079,53045.3262
538,16/07/2020,David,Google,Guerrero,Níquel,13.2257,4932.5871,65236.9172
539,05/09/2020,Daniel,Microsoft,Jalisco,Hierro,9.1834,2966.1806,27239.6229
540,28/02/2020,Javier,Google,Tamaulipas,Cinc,38.6957,2210.8247,85549.4093
541,10/07/2020,Sergio,Apple,Puebla,Platino,71.8994,3015.9777,216846.987
542,07/01/2020,Javier,Facebook,Guerrero,Platino,23.0538,1738.1764,40071.5711
543,06/05/2020,Javier,Netflix,Tamaulipas,Cinc,21.2766,2759.907,58721.4373
544,13/04/2020,David,Google,Puebla,Cinc,19.7753,876.3751,17330.5805
545,18/06/2020,Daniel,Sony,Jalisco,Plata,97.3465,4825.857,469780.2885
546,21/08/2020,Alejandro,Apple,Guerrero,Zinc,32.0826,2736.5932,87797.025
547,20/04/2020,Felipe,Sony,Ciudad de México,Plata,57.7926,4083.5532,235999.1567
548,27/04/2020,Daniel,Facebook,Jalisco,Níquel,77.9519,3874.0794,301991.85
549,23/08/2020,Alejandro,Google,Puebla,Níquel,85.0216,3861.0404,328271.8325
550,25/08/2020,Felipe,Spotify,Tamaulipas,Hierro,82.2917,4828.5075,397346.0906
551,27/11/2020,Javier,Apple,Veracruz,Hierro,94.7817,4425.506,419456.982
552,03/12/2020,David,Sony,Guerrero,Cobre,43.2975,894.5509,38731.8176
553,28/10/2020,Carlos,Sony,Jalisco,Zinc,48.3182,2280.7093,110199.7681
554,09/06/2020,Sergio,Microsoft,Guerrero,Zinc,19.4784,4601.6377,89632.5398
555,02/08/2020,Sergio,Huawei,Puebla,Cobre,85.9159,4774.5932,410213.4719
556,08/01/2020,David,Netflix,Nuevo León,Titanio,32.1425,4081.8489,131200.8283
557,20/05/2020,Sergio,Facebook,Puebla,Cinc,83.0579,2592.7238,215346.1941
558,07/07/2020,Miguel,Microsoft,Tamaulipas,Zinc,87.0347,200.2764,17430.9964
559,04/12/2020,Javier,Samsung,Guerrero,Oro,36.3295,1030.672,37443.7984
560,18/07/2020,David,Spotify,Jalisco,Níquel,25.3112,606.4298,15349.466
561,21/03/2020,Javier,Amazon,Guerrero,Cinc,14.5093,3316.5446,48120.7406
562,03/12/2020,Felipe,Google,Ciudad de México,Aluminio,29.8057,927.563,27646.6645
563,22/07/2020,Sergio,Netflix,Jalisco,Platino,73.3777,3340.3414,245106.5691
564,14/09/2020,David,Facebook,Guerrero,Zinc,28.6103,1612.7502,46141.267
565,21/05/2020,Juan,Samsung,Ciudad de México,Cinc,34.1542,1097.0372,37468.4279
566,25/02/2020,David,Sony,Veracruz,Cobre,54.7991,1555.4997,85239.9836
567,06/03/2020,Sergio,Huawei,Ciudad de México,Plata,52.6869,1475.3655,77732.4346
568,18/06/2020,Felipe,Microsoft,Tamaulipas,Aluminio,52.5347,1343.2288,70566.122
569,25/01/2020,Daniel,Apple,Jalisco,Cinc,16.761,3736.7622,62631.8712
570,23/11/2020,Sergio,Samsung,Tamaulipas,Cobre,34.1929,989.2029,33823.7158
571,08/12/2020,Sergio,Microsoft,Nuevo León,Platino,62.7885,2058.7211,129264.0098
572,29/08/2020,Carlos,Facebook,Puebla,Zinc,41.8441,1060.926,44393.4936
573,12/08/2020,David,Amazon,Ciudad de México,Hierro,2.629,3370.1114,8860.0229
574,17/05/2020,Alejandro,Facebook,Michoacán,Plata,74.6711,603.4495,45060.238
575,17/11/2020,David,Google,Guerrero,Cobre,36.7796,1236.6734,45484.353
576,25/01/2020,Daniel,Microsoft,Guerrero,Níquel,43.3462,4166.9498,180621.4394
577,17/02/2020,Juan,Microsoft,Michoacán,Plata,43.3248,4086.2638,177036.5619
578,28/03/2020,Daniel,Samsung,Puebla,Hierro,12.2782,4619.0215,56713.2698
579,03/08/2020,Daniel,Spotify,Ciudad de México,Cobre,25.1076,2957.3825,74252.7769
580,13/11/2020,Javier,Amazon,Nuevo León,Platino,88.7258,2003.4726,177759.7092
581,29/12/2020,Rodrigo,Netflix,Michoacán,Zinc,22.0879,3072.7184,67869.8967
582,08/03/2020,Felipe,Facebook,Michoacán,Hierro,45.8053,1233.7373,56511.7071
583,15/12/2020,Miguel,Spotify,Michoacán,Plata,32.4972,3294.8985,107074.9755
584,02/10/2020,Felipe,Amazon,Puebla,Platino,62.3206,2219.7338,138335.1423
585,05/12/2020,Juan,Facebook,Veracruz,Hierro,77.724,3129.0842,243204.9404
586,10/04/2020,Carlos,Google,Veracruz,Plata,56.5904,2184.4715,123620.116
587,29/09/2020,Juan,Samsung,Puebla,Cinc,53.9846,2220.247,119859.1462
588,20/11/2020,Juan,Amazon,Veracruz,Níquel,83.1132,3429.4224,285030.2698
589,30/06/2020,David,Sony,Veracruz,Cinc,50.9564,4215.35,214799.0607
590,14/01/2020,Daniel,Amazon,Michoacán,Cinc,48.571,4218.701,204906.5263
591,22/10/2020,Alejandro,Amazon,Tamaulipas,Plata,25.4947,4655.7355,118696.5799
592,20/11/2020,Sergio,Apple,Guerrero,Hierro,15.6815,4094.8476,64213.3526
593,05/08/2020,David,Apple,Ciudad de México,Platino,53.0752,3022.2305,160405.4882
594,21/05/2020,Felipe,Google,Tamaulipas,Níquel,71.6727,2194.1606,157261.4144
595,21/12/2020,Daniel,Facebook,Tamaulipas,Titanio,67.7042,4647.7151,314669.8327
596,02/07/2020,Felipe,Apple,Veracruz,Plata,27.1312,3163.522,85830.1481
597,05/02/2020,Sergio,Samsung,Ciudad de México,Hierro,23.1215,368.3399,8516.571
598,05/01/2020,Alejandro,Sony,Ciudad de México,Hierro,36.6529,3416.1569,125212.0572
599,07/03/2020,Javier,Huawei,Veracruz,Titanio,6.3657,528.7244,3365.7009
600,05/11/2020,Carlos,Amazon,Nuevo León,Titanio,70.8935,3926.2943,278348.745
601,09/02/2020,Miguel,Samsung,Veracruz,Platino,59.7544,3204.5627,191486.7214
